EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
665655,BUTTE CO.,PULGA,01/07/2017,2000,Flood, , ,0,0,0,0,CA,PST-8, ,111564,C,7,STO,0,0,Department of Highways,Heavy Rain, , ,0,W,1,SSW,PULGA,39.7995,-121.4552,39.7794,-121.458,"Highway 70 was closed from Jarbo Gap to Greenville due to flooding.","Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",11
676613,BUTTE CO.,CHICO,01/08/2017,0,Flood, , ,0,0,0,0,CA,PST-8, ,111564,C,7,STO,0,0,Broadcast Media,Heavy Rain, , ,1,NE,1,NE,CHICO,39.74,-121.82,39.7384,-121.8188,"Big Chico Creek overran its banks in Bidwell Park.","Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",12
676646,BUTTE CO.,BIDWELL BAR,01/09/2017,1100,Heavy Rain, , ,0,0,6000,0,CA,PST-8, ,111564,C,7,STO,0,0,Law Enforcement, , , ,1,ENE,1,ENE,BIDWELL BAR,39.56,-121.43,39.56,-121.43,"A rock/mud slide covered the northbound lane of Highway 162 near the intersection with Simmons Rd. on the east side of Lake Oroville.","Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",13
677429,BUTTE CO.,VILLA VERONA,01/19/2017,1600,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113223,C,7,STO,0,0,Trained Spotter, , , ,1,W,1,W,VILLA VERONA,39.48,-121.54,39.48,-121.54,"There were 2.25 of rain measured over 24 hours.","A series of winter storms moved through bringing travel problems in the mountains from heavy snow, and heavy rain with local flooding. Gusty winds brought down trees and caused power outages. Thunderstorms also locally brought some large hail.",14
682207,BUTTE CO.,LAND,02/06/2017,900,Flood, , ,0,0,0,0,CA,PST-8, ,113894,C,7,STO,0,0,Utility Company,Heavy Rain, , ,1,SSW,2,SSW,LAND,39.5296,-121.478,39.5219,-121.4873,"Damage to Orvoville Spillway due to flood releases.","Storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds. The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers. Wet conditions from previous storms brought saturated ground and elevated reservoirs, with flood control releases.|There was also mountain snow many feet deep, and damaging winds, with numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",15
682188,BUTTE CO.,VILLA VERONA,02/06/2017,1500,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113819,C,7,STO,0,0,Trained Spotter, , , ,1,W,1,W,VILLA VERONA,39.48,-121.54,39.48,-121.54,"There were 1.00 measured over 24 hours, 1.55 at Kelly Ridge, 1.73 at Oroville Dam.","Two wet storms brought heavy rain and some high mountain snow, along with gusty winds. The heavy rain in addition to the wet precipitation in January brought saturated ground and elevated reservoirs. Many roads, including significant highways such as Interstate 80 and Highway 49, were shut down due to mudslides. Other significant impacts include numerous accidents due to slippery roads from snow and rain.",16
682209,BUTTE CO.,VILLA VERONA,02/06/2017,1638,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,113894,C,7,STO,0,0,Trained Spotter, , , ,1,W,1,W,VILLA VERONA,39.48,-121.54,39.48,-121.54,"There were 1.75 of rain measured over 24 hours in Oroville.","Storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds. The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers. Wet conditions from previous storms brought saturated ground and elevated reservoirs, with flood control releases.|There was also mountain snow many feet deep, and damaging winds, with numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",17
682218,BUTTE CO.,BIG BEND,02/08/2017,1200,Flood, , ,0,0,2370000,0,CA,PST-8, ,113894,C,7,STO,0,0,Department of Highways,Heavy Rain, , ,3,NNW,3,NNW,BIG BEND,39.74,-121.5,39.7424,-121.4832,"HWY 70 was closed from Jarbo Gap in Butte County to Greenville Wye in Plumas County due to flooding.","Storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds. The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers. Wet conditions from previous storms brought saturated ground and elevated reservoirs, with flood control releases.|There was also mountain snow many feet deep, and damaging winds, with numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",18
682611,BUTTE CO.,HONCUT,02/12/2017,1610,Flood, , ,0,0,549000000,0,CA,PST-8, ,113977,C,7,STO,0,0,Newspaper,Dam / Levee Break, , ,21,S,1,WSW,LAND,39.0276,-121.5346,39.5452,-121.4872,"A mass evacuation of over 180000 people located downstream of Oroville Dam was ordered for a possible flash flood, due to the projected near failure of the emergency spillway. The emergency spillway was used when the main spillway was discovered to have suffered severe erosion during releases back on and around February 7th. Releases from Lake Oroville had been increased due to rising lake levels due to inflow from heavy rains.||A presidential disaster declaration provided $274 million for emergency response costs from Feb. 7 though the end of May. The money targeted stabilizing the emergency and main spillways, as well as debris removal and work on the downed Hyatt Powerplant. A bid for long term repairs to the spillway was accepted at $275 million. Together, these total $549 million, though final costs could be much higher.","Additional heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers. Wet conditions from previous storms brought saturated ground and elevated reservoirs, with flood control releases. Reduced releases at Oroville Dam resulted in the use of the emergency spillway for the first time in the dam's history.  A portion of the emergency spillway began to show signs of failure which resulted in NWS Sacramento to issue a Flash Flood Warning for potential dam failure and the Oroville Sheriff to issue mandatory large scale evacuations.  The emergency spillway was utilized because the main spillway had damage that required reduced flows through it.  Several levee breaks also brought local evacuations.|There was also mountain snow many feet deep, and damaging winds, with numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",19
728192,BUTTE CO.,VILLA VERONA,11/15/2017,800,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,121577,C,7,STO,0,0,Trained Spotter, , , ,1,W,1,W,VILLA VERONA,39.48,-121.54,39.48,-121.54,"There was 1.30 rain measured in Oroville over 24 hours.","The first Atmospheric River of the season impacted northern California. Snowfall amounts to nearly 2 feet were reported over the northern Sierra, along with some rainfall totals over 8 inches. This caused travel difficulties and chain controls over mountain highways.  It also resulted in many locations seeing and surpassing their monthly averages in just 2 days time.",20
728193,BUTTE CO.,VILLA VERONA,11/15/2017,1545,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,121577,C,7,STO,0,0,Trained Spotter, , , ,1,W,1,W,VILLA VERONA,39.48,-121.54,39.48,-121.54,"Rain fell over the area.","The first Atmospheric River of the season impacted northern California. Snowfall amounts to nearly 2 feet were reported over the northern Sierra, along with some rainfall totals over 8 inches. This caused travel difficulties and chain controls over mountain highways.  It also resulted in many locations seeing and surpassing their monthly averages in just 2 days time.",21
741532,BUTTE CO.,SOUTH OROVILLE,03/01/2018,0,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,123637,C,7,STO,0,0,COOP Observer, , , ,1,W,1,W,SOUTH OROVILLE,39.5,-121.57,39.5,-121.57,"Heavy rain fell. The 24 hour total rainfall was 1.63.","Mountain snow continued into early March, with storm totals up to around 5 feet. There were also periods of heavy rain in the Central Valley and foothills.",22
750850,BUTTE CO.,(CIC)CHICO MUNI ARPT,04/06/2018,500,Flood, , ,0,0,0,0,CA,PST-8, ,124946,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,3,SW,3,SW,(CIC)CHICO MUNI ARPT,39.77,-121.88,39.7706,-121.8793,"Roadway flooding was reported on West Eaton Rd.","A warm, wet system brought heavy to moderate rain across the area with local flooding. Rain totals for the Valley were 1.5-3.75, 2 - 5 for the foothills. Rain and liquid equivalents were 3 - 7 for the mountains. Snow was limited to a few inches for elevations above 6000 feet.",23
750851,BUTTE CO.,ANITA,04/06/2018,500,Flood, , ,0,0,0,0,CA,PST-8, ,124946,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,3,ESE,3,ESE,ANITA,39.81,-121.92,39.8106,-121.9167,"Roadway flooding reported by CHP on Anita Rd. near Highway 99.","A warm, wet system brought heavy to moderate rain across the area with local flooding. Rain totals for the Valley were 1.5-3.75, 2 - 5 for the foothills. Rain and liquid equivalents were 3 - 7 for the mountains. Snow was limited to a few inches for elevations above 6000 feet.",24
750864,BUTTE CO.,HONCUT,04/06/2018,815,Flood, , ,0,0,0,0,CA,PST-8, ,124946,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,1,ESE,2,SE,HONCUT,39.32,-121.51,39.3173,-121.507,"Roadway flooding was reported at Lower Honcut Road and Ramirez Road.","A warm, wet system brought heavy to moderate rain across the area with local flooding. Rain totals for the Valley were 1.5-3.75, 2 - 5 for the foothills. Rain and liquid equivalents were 3 - 7 for the mountains. Snow was limited to a few inches for elevations above 6000 feet.",25
789601,BUTTE CO.,DURHAM,11/28/2018,0,Flash Flood, , ,0,0,0,0,CA,PST-8, ,131977,C,7,STO,0,0,Broadcast Media,Heavy Rain / Burn Area, , ,3,NNE,1,NNW,CHICO,39.6835,-121.7757,39.7449,-121.8352,"Flooding caused traffic delays and one hour of road closures on northbound and southbound Highway 99 from Neal Road to Estates Drive in Chico. Sheetflow was reported from heavy rain off of recently burned areas from the Camp Fire.","Heavy snow brought travel delays in the mountains, with nearly 4 feet of snow at and above pass levels. Heavy rain brought ash flows and debris flows over some recently burned areas.",26
794023,BUTTE CO.,PULGA,11/29/2018,1002,Flood, , ,0,0,0,0,CA,PST-8, ,131977,C,7,STO,0,0,Department of Highways,Heavy Rain / Burn Area, , ,0,N,0,S,PULGA,39.8,-121.45,39.7943,-121.451,"Storms with heavy rain caused mudslides and debris flows on Highway 70 in the Pulga area. Debris flows clogged drains along the roadway. Trees along on roadway had to be removed. Highway 70 east of the West Branch of the Feather River was closed.","Heavy snow brought travel delays in the mountains, with nearly 4 feet of snow at and above pass levels. Heavy rain brought ash flows and debris flows over some recently burned areas.",27
794025,BUTTE CO.,DURHAM,11/29/2018,1200,Flood, , ,0,0,0,0,CA,PST-8, ,131977,C,7,STO,0,0,Public,Heavy Rain / Burn Area, , ,3,ENE,3,ENE,DURHAM,39.67,-121.74,39.6688,-121.7516,"Heavy rain caused sheet flow from the Camp Fire burn scar, which flooded Highway 99 near Neal Road.","Heavy snow brought travel delays in the mountains, with nearly 4 feet of snow at and above pass levels. Heavy rain brought ash flows and debris flows over some recently burned areas.",28
794026,BUTTE CO.,MULLBERRY,11/29/2018,1200,Flood, , ,0,0,0,0,CA,PST-8, ,131977,C,7,STO,0,0,County Official,Heavy Rain / Burn Area, , ,1,SSE,2,SSE,MULLBERRY,39.71,-121.77,39.7092,-121.7703,"Flooding was reported at Honey Run Road and Horse Run Lane in Chico, due to local ponding of water and runoff from the Camp Fire burn scar.","Heavy snow brought travel delays in the mountains, with nearly 4 feet of snow at and above pass levels. Heavy rain brought ash flows and debris flows over some recently burned areas.",29
794027,BUTTE CO.,DURHAM,11/29/2018,1200,Flood, , ,0,0,0,0,CA,PST-8, ,131977,C,7,STO,0,0,Social Media,Heavy Rain / Burn Area, , ,2,NNE,2,NNE,DURHAM,39.68,-121.78,39.6778,-121.7796,"A vehicle was reported stuck in flood waters up to mirrors in about 3.5 feet of water.","Heavy snow brought travel delays in the mountains, with nearly 4 feet of snow at and above pass levels. Heavy rain brought ash flows and debris flows over some recently burned areas.",30
805238,BUTTE CO.,CRESTA,01/16/2019,1500,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,134362,C,7,STO,0,0,Department of Highways, , , ,2,SSW,2,SSW,CRESTA,39.8263,-121.4089,39.8263,-121.4089,"Rock and Debris flow over the Butte County Camp fire due to heavy rain at the Crests Powerhouse. Also CalTrans had some nearby debris issues that they have addressed with maintenance but do not know the extent. Rock slides are common in this particular slide area was a result of heavy rain on the Camp Fire.","A storm with strong winds, road flooding, and hazardous mountain travel with snow up to 3 feet deep impacted the area.",31
805051,BUTTE CO.,THERMALITO,01/16/2019,2019,Flood, , ,0,0,0,0,CA,PST-8, ,134362,C,7,STO,0,0,Public,Heavy Rain, , ,3,N,2,NNW,THERMALITO,39.56,-121.6,39.5535,-121.6174,"Cottonwood Road closed between Highway 99 and Table Mountain Blvd. due to flooding.","A storm with strong winds, road flooding, and hazardous mountain travel with snow up to 3 feet deep impacted the area.",32
805052,BUTTE CO.,CHICO RANCHAERO ARPT,01/16/2019,2100,Flood, , ,0,0,0,0,CA,PST-8, ,134362,C,7,STO,0,0,County Official,Heavy Rain, , ,4,W,4,SSE,NORD,39.73,-121.94,39.7305,-121.9467,"River Road closed between Chico River Road and West Sacramento Ave. because of flooding.","A storm with strong winds, road flooding, and hazardous mountain travel with snow up to 3 feet deep impacted the area.",33
805053,BUTTE CO.,ANITA,01/16/2019,2106,Flood, , ,0,0,0,0,CA,PST-8, ,134362,C,7,STO,0,0,County Official,Heavy Rain, , ,1,NE,1,ESE,ANITA,39.83,-121.96,39.8165,-121.9594,"Hamilton Nord Cana Hwy. closed from Bennet Rd. to Cana Hwy. because of flooding.","A storm with strong winds, road flooding, and hazardous mountain travel with snow up to 3 feet deep impacted the area.",34
805054,BUTTE CO.,PALERMO,01/16/2019,2300,Flood, , ,0,0,0,0,CA,PST-8, ,134362,C,7,STO,0,0,Public,Heavy Rain, , ,0,N,0,WSW,PALERMO,39.43,-121.55,39.4284,-121.5538,"A member of the public observed flooded roads in Palermo, CA. Video footage showed water flowing over the road with water making it up to the businesses on either side.","A storm with strong winds, road flooding, and hazardous mountain travel with snow up to 3 feet deep impacted the area.",35
808432,BUTTE CO.,ANITA,02/04/2019,200,Flood, , ,0,0,0,0,CA,PST-8, ,134879,C,7,STO,0,0,Public,Heavy Rain, , ,3,ESE,3,WNW,(CIC)CHICO MUNI ARPT,39.81,-121.92,39.8115,-121.9072,"A social media user reported flooding on Highway 99, north of Chico. Cars were seen driving through water.","A cold storm brought blizzard conditions in the mountains and severe thunderstorms with weak tornadoes, hail, flooding in the Central Valley. There was very heavy mountain snow, especially in the Sierra, with storm total snow accumulations to 6 to 8 feet. The heavy snow coupled with strong winds brought whiteout conditions and shut down major mountain roads such as I80. Snow accumulations with this cold storm extended down through the foothills, causing tens of thousands of homes to lose power and many schools to close.",36
809546,BUTTE CO.,CHICO RANCHAERO ARPT,02/13/2019,1003,Flood, , ,0,0,0,0,CA,PST-8, ,135070,C,7,STO,0,0,Fire Department/Rescue,Heavy Rain, , ,4,W,4,W,CHICO RANCHAERO ARPT,39.73,-121.94,39.7257,-121.9406,"On Twitter Cal Fire Butte unit/Butte County Fire Department reported that a couple miles away at West Sacramento Avenue and River Road, water was flowing freely across the road.","Heavy snow fell over the mountains and extended down into lower elevations, causing widespread travel problems and road closures. Thunderstorms brought heavy rain and small hail with widespread road flooding. Gusty winds brought down trees and caused power outages.",37
809576,BUTTE CO.,PALERMO,02/13/2019,2000,Flood, , ,0,0,0,0,CA,PST-8, ,135070,C,7,STO,0,0,Broadcast Media,Heavy Rain, , ,3,SSW,4,SSW,PALERMO,39.39,-121.58,39.3808,-121.581,"The media reported that late in the evening on February 13, 2018 two people had been rescued from the roof of a car at Cox Lane and Lone Tree Road near Palermo. This information came from the public information officer for Cal Fire-Butte County.","Heavy snow fell over the mountains and extended down into lower elevations, causing widespread travel problems and road closures. Thunderstorms brought heavy rain and small hail with widespread road flooding. Gusty winds brought down trees and caused power outages.",38
809561,BUTTE CO.,ANITA,02/14/2019,900,Flood, , ,0,0,100000,0,CA,PST-8, ,135070,C,7,STO,0,0,Broadcast Media,Dam / Levee Break, , ,1,SSE,1,NNE,NORD,39.8,-121.96,39.7956,-121.959,"Butte County Sheriff evacuated the area of Nord Cana Highway and Wilson Landing Road south of Rock Creek after a levee breached and the creek flooded.","Heavy snow fell over the mountains and extended down into lower elevations, causing widespread travel problems and road closures. Thunderstorms brought heavy rain and small hail with widespread road flooding. Gusty winds brought down trees and caused power outages.",39
809583,BUTTE CO.,CRAIG,02/14/2019,1653,Flood, , ,0,0,100000,0,CA,PST-8, ,135070,C,7,STO,0,0,Fire Department/Rescue,Heavy Rain, , ,3,WSW,2,WSW,CRAIG,39.32,-121.6,39.3219,-121.5909,"Via twitter Cal Fire Butte County Fire Department reported that firefighters were searching in the area of Lower Honcut road and Hwy 70. They located a truck and horse trailer under water that was swept 150 feet off the roadway. Believed driver was out of the vehicle.","Heavy snow fell over the mountains and extended down into lower elevations, causing widespread travel problems and road closures. Thunderstorms brought heavy rain and small hail with widespread road flooding. Gusty winds brought down trees and caused power outages.",40
809584,BUTTE CO.,DAYTON,02/15/2019,1215,Flood, , ,0,0,0,0,CA,PST-8, ,135070,C,7,STO,0,0,County Official,Heavy Rain, , ,5,WSW,6,WSW,DAYTON,39.62,-121.97,39.6145,-121.9783,"Swift water team and Butte County Search and Rescue responded to Ord Ferry Road after the driver of a semi-trailer truck attempted to cross a flooded road.","Heavy snow fell over the mountains and extended down into lower elevations, causing widespread travel problems and road closures. Thunderstorms brought heavy rain and small hail with widespread road flooding. Gusty winds brought down trees and caused power outages.",41
809971,BUTTE CO.,MULLBERRY,02/25/2019,1004,Flood, , ,0,0,0,0,CA,PST-8, ,135071,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,2,S,2,S,MULLBERRY,39.703,-121.7861,39.7013,-121.7839,"CHP reported road flooding on northbound Hwy 99 at Wilson Landing.","A strong atmospheric river brought heavy precipitation with widespread impacts across interior Northern California. These impacts included heavy high elevation snow, flooding, debris flows, strong mountain winds, and periods of whiteout conditions.",42
809972,BUTTE CO.,SOUTH OROVILLE,02/25/2019,1012,Flood, , ,0,0,0,0,CA,PST-8, ,135071,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,3,ENE,3,SW,LAND,39.52,-121.51,39.5229,-121.5068,"Oroville Dam Blvd E roadway was flooded and completely blocked.","A strong atmospheric river brought heavy precipitation with widespread impacts across interior Northern California. These impacts included heavy high elevation snow, flooding, debris flows, strong mountain winds, and periods of whiteout conditions.",43
